jid,desc,title,date,journal,data_cleaned,eissn,jid_umum
3,"The purpose of this study is to determine the effectiveness of the implementation of a significant dimension of cognitive processes between students who were taught by the activity of communicating head-based communicating with students who were taught by conventional learning model in third grade students of SD in Buleleng Regency. This research was quasi experimental research with Non Equivalent Posstest Only Control Group Design design. The data were collected by using objective and esay tests. The data were analyzed by using descriptive statistics and inferential statistics. The results of this study showed that the activity of communicating head-based communicating effectively increase the dimension of student cognitive process. It can be seen from the average value of experimental group which was in very high category and the average value of the control group was in hig category. So experiment = 28,5&gt; control = 21,05, and result of hypothesis test by using t-test was obtained tcount bigger than ttable (tcount = 3,62&gt; ttable = 2,93)",Efektifitas Implementasi Aktivitas Mengkomunikasikan Berbasis Kepala Bernomor Dalam Meningkatkan Dimensi Proses Kognitif,2017-09-08,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,efektifitas implementasi aktivitas mengkomunikasikan berbasis kepala bernomor dalam meningkatkan dimensi proses kognitif the purpose of this study is to determine the effectiveness of the implementation of a significant dimension of cognitive processes between students who were taught by the activity of communicating headbased communicating with students who were taught by conventional learning model in third grade students of sd in buleleng regency this research was quasi experimental research with non equivalent posstest only control group design design the data were collected by using objective and esay tests the data were analyzed by using descriptive statistics and inferential statistics the results of this study showed that the activity of communicating headbased communicating effectively increase the dimension of student cognitive process it can be seen from the average value of experimental group which was in very high category and the average value of the control group was in hig category so experiment   control   and result of hypothesis test by using ttest was obtained tcount bigger than ttable tcount   ttable  ,23287640,3
3,"This experimental study aims to determine the effect of audiovisual aided observational learning activities in a scientific approach to student learning outcomes. The population of this research is all students of class V in pioneering primary school 2013 in Buleleng district which amounted to 330 students. The sample was determined using random sampling technique on 63 students. Research design using Post Test Only Control Group Design. Data collection using interview method, observation, documentation and test, but data analyzed that is test. The student test scores were the post-test average score for the experimental class of 29.25 and the control class of 22.45 which was then analyzed by t-test for independent sample with the polled variance formula so that t-calculated = 9,33 with relative effectiveness Amounted to 73.13%. T-test&gt; t-table (9,33&gt; 2,000). These results indicate that there is a significant effect of audiovisual -aided observation learning activities on the results of V grade students in SD Buleleng lesson year 2016/2017",Peningkatan Hasil Belajar Siswa Sekolah Dasar Melalui Aktivitas Pembelajaran Mengamati Berbantuan Audiovisual,2017-09-08,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,peningkatan hasil belajar siswa sekolah dasar melalui aktivitas pembelajaran mengamati berbantuan audiovisual this experimental study aims to determine the effect of audiovisual aided observational learning activities in a scientific approach to student learning outcomes the population of this research is all students of class v in pioneering primary school  in buleleng district which amounted to  students the sample was determined using random sampling technique on  students research design using post test only control group design data collection using interview method observation documentation and test but data analyzed that is test the student test scores were the posttest average score for the experimental class of   and the control class of   which was then analyzed by ttest for independent sample with the polled variance formula so that tcalculated   with relative effectiveness amounted to   ttest ttable   these results indicate that there is a significant effect of audiovisual aided observation learning activities on the results of v grade students in sd buleleng lesson year ,23287640,3
3,..,PENGEMBANGAN AKTIVITAS PEMBELAJARAN MENGOMUNIKASIKAN BERBASIS PERMAINAN TRADISIONAL TERHADAP PENINGKATAN HASIL BELAJAR SISWA,2017-09-08,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,pengembangan aktivitas pembelajaran mengomunikasikan berbasis permainan tradisional terhadap peningkatan hasil belajar siswa,23287640,3
3,"This research aimed to find out the different learning outcome using inquiry and discovery learning model in 5th grade at Sidomukti sub-district. The subject of this research was 5th grade students at SDN Dukuh 02 as the control group and 5th grade students at SDN Mangun sari 01as experimental group. Independent variable consisted of inquiry and discovery learning model with dependent variable as the learning outcome. Data collection was conducted by using test. The technique analysis of the research result used descriptive statistic technique of Independent Sample T-test. Based on Independent Sample T-Test which was conducted in posttest score of control group and experimental group, it resulted significance/probability of 0,038&lt;0,05, so that H0 was ignored and Ha was accepted it meant that there was different average between experimental and control group. The different which was significance were in two research samples, which the average score in implementing inquiry learning model was 79,75, whereas the score of discovery learning model is 75.00. it meant that there were significance differences from the learning outcome of the students who used inquiry learning model and the students who used discovery learning model with the 8 theme of Ecosystem.",THE DIFFERENT INFLUENT OF THE MODEL OF INQUIRI AND DISCOVERY LEARNING TOWARD THE OUTCOME OF STUDENT LEARNING,2017-09-08,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,the different influent of the model of inquiri and discovery learning toward the outcome of student learning this research aimed to find out the different learning outcome using inquiry and discovery learning model in th grade at sidomukti subdistrict the subject of this research was th grade students at sdn dukuh  as the control group and th grade students at sdn mangun sari as experimental group independent variable consisted of inquiry and discovery learning model with dependent variable as the learning outcome data collection was conducted by using test the technique analysis of the research result used descriptive statistic technique of independent sample ttest based on independent sample ttest which was conducted in posttest score of control group and experimental group it resulted significanceprobability of  so that h was ignored and ha was accepted it meant that there was different average between experimental and control group the different which was significance were in two research samples which the average score in implementing inquiry learning model was  whereas the score of discovery learning model is   it meant that there were significance differences from the learning outcome of the students who used inquiry learning model and the students who used discovery learning model with the  theme of ecosystem,23287640,3
3,"Penelitian ini bertujuan (1) meningkatkan keterampilan membaca permulaan siswa, (2) menemukan langkah-langkah pembelajaran yang tepat didasarkan pada penerapan media gambar dan kartu huruf sebagai media pembelajaran, dan (3) mengetahui respon siswa terhadap penerapan media gambar dan kartu huruf sebagai media pembelajaran. Penelitian ini dibuat dalam bentuk penelitian tindakan dengan menggunakan dua siklus.Setiap siklus terdiri dari 2 kali pertemuan. Subjek penelitian ini adalah siswa kelas I semester II diSD Negeri 4 Takmung-Klungkungtahun ajaran 2010/2011(sebanyak 23 orang). Pengumpulan data dilakukan dengan metode observasi dan tes tindakan.Data yang diperoleh dianalisis secara deskriptif kualitatif.Hasil penelitian ini menunjukkan bahwa penggunaan media gambar dan kartu huruf sebagai media pembelajaran dapat meningkatkan keterampilan membaca permulaan siswa. Pada siklus I ketuntasan belajar siswa hanya mencapai 73,91%,hal ini menunjukan keterampilan membaca siswa masih tergolong cukup karena 27% dari jumlah siswa belum mencapai ketuntasan belajar dengan nilai yang ditentukan. Pada siklus II terjadi peningkatan ketuntasan belajar, yakni dari 23 siswa, 19 siswa atau 82,60%dari jumlah siswa telah mencapai ketuntasan belajar, sehingga target yang ditentukan tercapai.",PENERAPAN MEDIA GAMBAR DAN KARTU HURUF UNTUK MENINGKATKAN KETERAMPILAN MEMBACA PERMULAAN,2017-07-26,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,penerapan media gambar dan kartu huruf untuk meningkatkan keterampilan membaca permulaan penelitian ini bertujuan  meningkatkan keterampilan membaca permulaan siswa  menemukan langkahlangkah pembelajaran yang tepat didasarkan pada penerapan media gambar dan kartu huruf sebagai media pembelajaran dan  mengetahui respon siswa terhadap penerapan media gambar dan kartu huruf sebagai media pembelajaran penelitian ini dibuat dalam bentuk penelitian tindakan dengan menggunakan dua siklus setiap siklus terdiri dari  kali pertemuan subjek penelitian ini adalah siswa kelas i semester ii disd negeri  takmungklungkungtahun ajaran sebanyak  orang pengumpulan data dilakukan dengan metode observasi dan tes tindakan data yang diperoleh dianalisis secara deskriptif kualitatif hasil penelitian ini menunjukkan bahwa penggunaan media gambar dan kartu huruf sebagai media pembelajaran dapat meningkatkan keterampilan membaca permulaan siswa pada siklus i ketuntasan belajar siswa hanya mencapai hal ini menunjukan keterampilan membaca siswa masih tergolong cukup karena  dari jumlah siswa belum mencapai ketuntasan belajar dengan nilai yang ditentukan pada siklus ii terjadi peningkatan ketuntasan belajar yakni dari  siswa  siswa atau dari jumlah siswa telah mencapai ketuntasan belajar sehingga target yang ditentukan tercapai,23287640,3
3,"Penelitian ini bertujuan untuk mengetahui peningkatan kemampuan membaca intensif siswa kelas IV Semester II tahun ajaran 2010/2011 pada SD No. 4 Penarukan setelah diterapkannya strategi pembelajaran Think Pair Share.Jenis penelitian ini adalah penelitian tindakan kelas yang dilaksanakan dalam dua siklus. Setiap siklus terdiri dari tahap perencanaan, pelaksanaan tindakan, observasi dan evaluasi, serta refleksi. Subyek penelitian ini adalah siswa kelas IV Semester II SD No. 4 Penarukan Tahun Pelajaran 2010/2011 sebanyak 28 orang. Objek penelitian ini adalah kemampuan membaca intensif siswa kelas IV Semester II SD No. 4 Penarukan. Data kemampuan membaca intensif siswa dikumpulkan melalui tes berbentuk objektif yang dianalisis secara deskriptif kuantitatif.Hasil penelitian menunjukkan bahwa penerapan strategi pembelajaran Think Pair Share dapat meningkatkan kemampuan membaca intensif siswa. Pada refleksi awal, rata-rata persentase kemampuan membaca intensif siswa hanya mencapai 59,29% dengan kategori kurang, setelah siklus I rata-rata persentase kemampuan membaca intensif siswa siswa mengalami peningkatan mencapai 64,82% dengan kategori kurang dan pada akhir siklus II rata-rata hasil kemampuan membaca intensif siswa mencapai 77,14% dengan kategori cukup",PENERAPAN STRATEGI PEMBELAJARAN THINK PAIR SHAREUNTUK MENINGKATKAN KEMAMPUAN MEMBACA INTENSIF SISWA,2017-07-26,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,penerapan strategi pembelajaran think pair shareuntuk meningkatkan kemampuan membaca intensif siswa penelitian ini bertujuan untuk mengetahui peningkatan kemampuan membaca intensif siswa kelas iv semester ii tahun ajaran  pada sd no  penarukan setelah diterapkannya strategi pembelajaran think pair share jenis penelitian ini adalah penelitian tindakan kelas yang dilaksanakan dalam dua siklus setiap siklus terdiri dari tahap perencanaan pelaksanaan tindakan observasi dan evaluasi serta refleksi subyek penelitian ini adalah siswa kelas iv semester ii sd no  penarukan tahun pelajaran  sebanyak  orang objek penelitian ini adalah kemampuan membaca intensif siswa kelas iv semester ii sd no  penarukan data kemampuan membaca intensif siswa dikumpulkan melalui tes berbentuk objektif yang dianalisis secara deskriptif kuantitatif hasil penelitian menunjukkan bahwa penerapan strategi pembelajaran think pair share dapat meningkatkan kemampuan membaca intensif siswa pada refleksi awal ratarata persentase kemampuan membaca intensif siswa hanya mencapai  dengan kategori kurang setelah siklus i ratarata persentase kemampuan membaca intensif siswa siswa mengalami peningkatan mencapai  dengan kategori kurang dan pada akhir siklus ii ratarata hasil kemampuan membaca intensif siswa mencapai  dengan kategori cukup,23287640,3
3,"Penelitian ini bertujuan untuk meningkatkan motivasi belajar dan kemampuan membaca siswa kelas II semester 2 SD No. 2 Penarukan setelah diterapkan model pembelajaran kooperatif tipe TGT dengan media kartu kata dalam pembelajaran Bahasa Indonesia. Proses pengumpulan data motivasi belajar siswa dikumpulkan dengan menggunakan angket motivasi belajar dan data kemampuan membaca siswa diperoleh melalui tes membaca.Berdasarkan hasil analisis, pada siklus I skor rata-rata motivasi siswa adalah 30,83 (kategori cukup tinggi) dan pada siklus II meningkat menjadi 39,77 (kategori tinggi), maka terjadi peningkatan dari siklus I ke siklus II sebesar 8,94. Pada siklus I skor rata-rata kemampuan membaca siswa adalah 65,86 (kategori tinggi) dan pada siklus II meningkat menjadi 72,13 (kategori tinggi), maka terjadi peningkatan kemampuan membaca dari siklus I ke siklus II sebesar 6,27.Implikasi dari penelitian ini bahwa penerapan model pembelajaran kooperatif tipe TGTdengan media kartu kata dalam pembelajaran Bahasa Indonesia dapat meningkatkan motivasi belajar dan kemampuan membaca siswa kelas II semester II di SD No. 2 Penarukan.",PENERAPAN MODEL PEMBELAJARAN KOOPERATIF TIPE TGT DENGAN MEDIA KARTU KATA UNTUK MENINGKATKAN MOTIVASI BELAJAR DAN KEMAMPUAN MEMBACA,2017-07-26,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,penerapan model pembelajaran kooperatif tipe tgt dengan media kartu kata untuk meningkatkan motivasi belajar dan kemampuan membaca penelitian ini bertujuan untuk meningkatkan motivasi belajar dan kemampuan membaca siswa kelas ii semester  sd no  penarukan setelah diterapkan model pembelajaran kooperatif tipe tgt dengan media kartu kata dalam pembelajaran bahasa indonesia proses pengumpulan data motivasi belajar siswa dikumpulkan dengan menggunakan angket motivasi belajar dan data kemampuan membaca siswa diperoleh melalui tes membaca berdasarkan hasil analisis pada siklus i skor ratarata motivasi siswa adalah  kategori cukup tinggi dan pada siklus ii meningkat menjadi  kategori tinggi maka terjadi peningkatan dari siklus i ke siklus ii sebesar  pada siklus i skor ratarata kemampuan membaca siswa adalah  kategori tinggi dan pada siklus ii meningkat menjadi  kategori tinggi maka terjadi peningkatan kemampuan membaca dari siklus i ke siklus ii sebesar  implikasi dari penelitian ini bahwa penerapan model pembelajaran kooperatif tipe tgtdengan media kartu kata dalam pembelajaran bahasa indonesia dapat meningkatkan motivasi belajar dan kemampuan membaca siswa kelas ii semester ii di sd no  penarukan,23287640,3
3,"Penelitian ini bertujuan untuk meningkatkan hasil belajar Ilmu Pengetahuan Alam siswa kelas V semester II SD No 2 Penarukan dengan menggunakan model pembelajaran kooperatif tipe Student Teams Achievment Division (STAD) dan medai Rotation Point. Subjek penelitian ini adalah siswa kelas V, penelitian ini terdiri dari 2 siklus dimana masing-masing siklus terdiri dari perencanaan, pelaksanaan, observasi, dan refleksi. Proses pengumpulan data dalam penelitian ini menggunakan tes dan observasi. Data penelitian ini akan dianalisis kualitatif dan kuantitatif. Analisis kualitatif digunakan untuk menganalisis data yang menunujukkan dinamika proses dan untuk mendeskripsikan berbagai dinamikaperkembangan dan peningkatan yang terjadi. Berdasarkan hasil analisis, ditemukan pada siklus I didapatkan peningkatan hasil belajar siswa sebesar 54% dari semula pada tes awal sebesar 29% dan semakin meningkat pada siklus II sebesar 75%. Hal ini dikarenakan menggunakan model pembelajaran kooperatif tipe Student Teams Achievment Division (STAD) dan media Rotation Point. Implikasi dari penelitian ini bahwa dalam upaya meningkatkan hasil belajar siswa, dan meningkatkan keaktifan siswa dalam mengikuti proses pembelajaran IPA.",PENERAPAN MODEL PEMBELAJARAN KOOPERATIF TIPE STAD DENGAN MEDIA ROTATION POINT UNTUK MENINGKATKAN HASIL BELAJAR,2017-07-26,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,penerapan model pembelajaran kooperatif tipe stad dengan media rotation point untuk meningkatkan hasil belajar penelitian ini bertujuan untuk meningkatkan hasil belajar ilmu pengetahuan alam siswa kelas v semester ii sd no  penarukan dengan menggunakan model pembelajaran kooperatif tipe student teams achievment division stad dan medai rotation point subjek penelitian ini adalah siswa kelas v penelitian ini terdiri dari  siklus dimana masingmasing siklus terdiri dari perencanaan pelaksanaan observasi dan refleksi proses pengumpulan data dalam penelitian ini menggunakan tes dan observasi data penelitian ini akan dianalisis kualitatif dan kuantitatif analisis kualitatif digunakan untuk menganalisis data yang menunujukkan dinamika proses dan untuk mendeskripsikan berbagai dinamikaperkembangan dan peningkatan yang terjadi berdasarkan hasil analisis ditemukan pada siklus i didapatkan peningkatan hasil belajar siswa sebesar  dari semula pada tes awal sebesar  dan semakin meningkat pada siklus ii sebesar  hal ini dikarenakan menggunakan model pembelajaran kooperatif tipe student teams achievment division stad dan media rotation point implikasi dari penelitian ini bahwa dalam upaya meningkatkan hasil belajar siswa dan meningkatkan keaktifan siswa dalam mengikuti proses pembelajaran ipa,23287640,3
3,"Penelitian ini bertujuan untuk mengetahui peningkatan aktivitas dan hasil belajar PKn siswa kelas V SD No. 1 Petandakan, setelah diterapkannya metode diskusi kelompok. Jenis penelitian ini adalah PTK yang dilaksanakan dalam bentuk siklus-siklus. Setiap siklus terdiri dari tahap rencana, tindakan, observasi/evaluasi, serta refleksi. Subyek penelitian ini adalah siswa kelas V SD No. 1 Petandakan pada yang terdiri dari 21 orang siswa. Data aktivitas dan hasil belajar Pendidikan Kewarganegaraan siswa dikumpulkan melalui lembar observasi dan tes berbentuk pilihan ganda dan uraian yang dianalisis secara deskriptif kuantitatif. Hasil Penelitian ini menunjukkan bahwa: (1) Terjadi peningkatan aktivitas belajar siswa dengan kategori pasif pada refleksi awal, menjadi sebesar 6,04 pada siklus I yang tergolong kategori cukup aktif, dan mengalami peningkatan 1,57  menjadi 7,61 pada siklus II yang tergolong kategori aktif. (2) Terjadi peningkatan rata-rata persentase hasil belajar siswa dimana pada refleksi awal sebesar 59% mengalami peningkatan 9,33% pada siklus I menjadi sebesar 68,33%, dan mengalami peningkatan sebesar 11,67% menjadi sebesar 80% pada siklus II. (3) Terjadi peningkatan pada ketutasan belajar siswa dimana pada refleksi awal sebesar 14,28% mengalami peningkatan 52,39% menjadi sebesar 66,67% pada siklus I , dan mengalami peningkatan kembali menjadi sebesar 85,71% pada siklus II.",IMPLEMENTASI METODE DISKUSI KELOMPOK UNTUK MENINGKATKAN AKTIVITAS DAN HASIL BELAJAR PENDIDIKAN KEWARGANEGARAAN,2017-07-26,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,implementasi metode diskusi kelompok untuk meningkatkan aktivitas dan hasil belajar pendidikan kewarganegaraan penelitian ini bertujuan untuk mengetahui peningkatan aktivitas dan hasil belajar pkn siswa kelas v sd no  petandakan setelah diterapkannya metode diskusi kelompok jenis penelitian ini adalah ptk yang dilaksanakan dalam bentuk siklussiklus setiap siklus terdiri dari tahap rencana tindakan observasievaluasi serta refleksi subyek penelitian ini adalah siswa kelas v sd no  petandakan pada yang terdiri dari  orang siswa data aktivitas dan hasil belajar pendidikan kewarganegaraan siswa dikumpulkan melalui lembar observasi dan tes berbentuk pilihan ganda dan uraian yang dianalisis secara deskriptif kuantitatif hasil penelitian ini menunjukkan bahwa  terjadi peningkatan aktivitas belajar siswa dengan kategori pasif pada refleksi awal menjadi sebesar  pada siklus i yang tergolong kategori cukup aktif dan mengalami peningkatan  menjadi  pada siklus ii yang tergolong kategori aktif  terjadi peningkatan ratarata persentase hasil belajar siswa dimana pada refleksi awal sebesar  mengalami peningkatan  pada siklus i menjadi sebesar  dan mengalami peningkatan sebesar  menjadi sebesar  pada siklus ii  terjadi peningkatan pada ketutasan belajar siswa dimana pada refleksi awal sebesar  mengalami peningkatan  menjadi sebesar  pada siklus i  dan mengalami peningkatan kembali menjadi sebesar  pada siklus ii,23287640,3
3,"Penelitian ini bertujuan untuk mengetahui apakah dengan mengoptimalkan penggunaan metode eksperimen dalam pembelajaran IPA pada siswa kelas IV SD No. 3 Petak, Kecamatan Gianyar, Kabupaten Gianyar Tahun Pelajaran 2010/2011, prestasi belajar dapat ditingkatkan.Penelitian ini adalah penelitian tindakan kelas melalui tahapan (1) Perencanaan, (2) Pelaksanaan, (3) Observasi, (4) Refleksi, yang dilaksanakan dalam dua siklus.Subyek penelitiannya adalah siswa kelas IV SD Negeri 3 Petak Tahun Pelajaran 2010/2011, sebanyak 22 orang. Pengumpulan data dalam penelitian ini menggunakan metode observasi dan test evaluasi. Data yang diperoleh dianalisis dengan menggunakan metode analisis deskriptif. Hasil penelitian yang telah dilakukan  menunjukkan bahwa (1) prestasi belajar siswa menunjukkan 5,8 (58%) masih dibawah penguasaan kompetensi minimal dan pada siklus II 70% sudah ada peningkatan dari hasil yang telah diperoleh dari siklus I ke siklus II sudah mencapai target maksimal.",OPTIMALISASI PENGGUNAAN METODE EKSPERIMEN DALAM PEMBELAJARAN IPA UNTUK MENINGKATKAN PRESTASI BELAJAR SISWA,2017-07-26,INTERNATIONAL JOURNAL OF ELEMENTARY EDUCATION,optimalisasi penggunaan metode eksperimen dalam pembelajaran ipa untuk meningkatkan prestasi belajar siswa penelitian ini bertujuan untuk mengetahui apakah dengan mengoptimalkan penggunaan metode eksperimen dalam pembelajaran ipa pada siswa kelas iv sd no  petak kecamatan gianyar kabupaten gianyar tahun pelajaran  prestasi belajar dapat ditingkatkan penelitian ini adalah penelitian tindakan kelas melalui tahapan  perencanaan  pelaksanaan  observasi  refleksi yang dilaksanakan dalam dua siklus subyek penelitiannya adalah siswa kelas iv sd negeri  petak tahun pelajaran  sebanyak  orang pengumpulan data dalam penelitian ini menggunakan metode observasi dan test evaluasi data yang diperoleh dianalisis dengan menggunakan metode analisis deskriptif hasil penelitian yang telah dilakukan menunjukkan bahwa  prestasi belajar siswa menunjukkan   masih dibawah penguasaan kompetensi minimal dan pada siklus ii  sudah ada peningkatan dari hasil yang telah diperoleh dari siklus i ke siklus ii sudah mencapai target maksimal,23287640,3
