jid,desc,title,date,journal,data_cleaned,eissn,jid_umum
4,"Merger activities constitute important information for shareholders. A merger activities announcement that is released by a company will influence the share price of acquiring company. This research aims to know how far merger could build positive impact to acquiring company. By examining this research, the author tried to know actual return, expected return, abnormal return, trading volume activity, and security return variability of share before and after merger since 2005 till 2010 at the companies listed in Indonesia Stock Exchange. This research used purposive sampling for defining the sample. The sample used in this research consists of 10 companies from various industries sector. This period of research was 60 days, divided into 30 days before merger and 30 days after merger. The result of this research is that there are no mean differences in actual return, expected return, abnormal return, and security return variability before and after merger activities. But there is a difference in trading volume activity before and after merger. The next research is suggested to be done by others evaluation method to measure the expected return.","Perbedaan nilai actual return, expected return, abnormal return, trading volume activity dan security return variability sebelum dan sesudah merjer pada perusahaan yang terdaftar di bursa efek Indonesia",2018-04-13,JURNAL BISNIS DAN AKUNTANSI,the difference in the value of actual return expected return abnormal return trading volume activity and security return variability before and after the merger in companies listed on the Indonesian stock exchange merger activities constitute important information for shareholders a merger activities announcement that is released by a company will influence the share price of acquiring company this research aims to know how far mergers could build positive impact to acquiring companies by examining this research the author tried to know actual return expected return abnormal return trading volume activity and security return variability of share before and after merger since till at the companies listed in indonesia stock exchange this research used purposive sampling for defining the sample the sample used in this research consists of companies from various industries sector this period of research was days divided into days before merger and days after merger the result of this research is that there are no mean differences in actual return expected return abnormal return and security return variability before and after merger activities but there is a difference in trading volume activity before and after merger the next research is suggested to be done by others evaluation method to measure the expected return,26569124,4
4,"This Study was intended to obtain empirical proofs that tax audit frequency and quality of tax auditor have influence tax compliance level of companies. Procedure of data collecting done at this research is by propagating questioners to taxpayer trough survey mail as well as propagated in service point (TPT) at each tax service office to be delivered to taxpayer to or is reporting. Each letter to be addressed to company owner or manager. This is need to be done to be able to control the effect of understanding quality of taxation responsibility of tax payer. Beside, researcher make contact trough telephone to reconfrim and remind to the questioner which had been sent previous two week. While the adjustment of taking minimal sample according to the number of effective company taxpayer at regional office of directorate general of taxation of east part of Java I in each tax service office totally 200 taxpayer. Result of research using analysis of Strutural Equation Modelling (SEM) that frequency of tax audit have negative and significant influence to compliance level of company taxpayer. While, quality of tax auditor have positive and significant influence to compliance level of company taxpayer. Result of finding in this study also give more understanding of some factor in tax auditing activity having negative influence to compliance level of company taxpayer and try to optimize auditor quality in order to minimize detection error according to principle of equal treatment can be accomplished and eventually tax evasion activity could be lessened.",Pengaruh frekuensi pemeriksaan pajak dan kualitas pemeriksa pajak terhadap tingkat kepatuhan wajib pajak badan,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,The influence of the frequency of tax audits and the quality of tax auditors on the level of compliance of corporate taxpayers. This study was intended to obtain empirical evidence that tax audit frequency and quality of tax auditors have influence tax compliance level of companies. to taxpayer trough survey mail as well as propagated in service point tpt at each tax service office to be delivered to taxpayers to or is reporting each letter to be addressed to company owner or manager this is need to be done to be able to control the effect of understanding quality of taxation responsibility of tax payer beside researcher make contact through telephone to reconfirm and remind to the questionnaire which had been sent previously two weeks while the adjustment of taking minimum sample according to the number of effective company taxpayers at regional office of directorate general of taxation of eastern part of java i in each tax service office totally taxpayer result of research using analysis of structural equation modeling sem that frequency of tax audit has negative and significant influence to compliance level of company taxpayer while quality of tax auditor has positive and significant influence to compliance level of company taxpayer result of findings in this study also give more understanding of some factor in tax auditing activity having negative influence to compliance level of company taxpayer and try to optimize auditor quality in order to minimize detection error according to principle of equal treatment can be accomplished and eventually tax evasion activity could be reduced,26569124,4
4,"The objective of this research is to get empirical evidence audit committees’ characteristics: financial expertise, number of meetings, audit committees’ sizes that moderate the effects of unexpected earnings to cumulative abnormal return. This research also includes independent variables that theoretically influence the relation of unexpected earnings to cumulative abnormal return such as CEO stock ownerships, earnings persistence, market beta, percentage of reporting loss and discretionary accruals. The sample of this research is companies listed in Indonesia Stock Exchange (IDX) during year 2007 to 2009. This research uses 147 data with 49 companies selected per year. The analysis tools used in this research is multiple linear regression. The result shows that financial expertise, number of meetings, audit committees’ sizes and others variables altogether do not moderate the effects of unexpected earnings to cumulative abnormal return or earnings quality reported in financial report. It shows that investors in Indonesia do not consider the characteristics of audit committees in their investment decision making process and the characteristic of audit committees itself does not influence the quality of reported earnings.",The influence of audit committees’ characteristics on earnings quality: evidence from Indonesia,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,the influence of audit committees characteristics on earnings quality evidence from Indonesia the objective of this research is to get empirical evidence audit committees characteristics financial expertise number of meetings audit committees sizes that moderate the effects of unexpected earnings to cumulative abnormal return this research also includes independent variables that theoretically influences the relation of unexpected earnings to cumulative abnormal returns such as ceo stock ownerships earnings persistence market beta percentage of reporting loss and discretionary accruals the sample of this research is companies listed in indonesia stock exchange idx during year to this research uses data with companies selected per year the analysis tools used in this research are multiple linear regression the results show that financial expertise number of meetings audit committees sizes and other variables altogether do not moderate the effects of unexpected earnings to cumulative abnormal return or earnings quality reported in financial report it shows that investors in Indonesia do not consider the characteristics of audit committees in their investment decision making process and the characteristics of audit committees themselves do not influence the quality of reported earnings,26569124,4
4,"This study aims to get empirical evidence that the effect big four auditor, specialist auditor,&nbsp; audit tenure return on asset, market to book value ratio, leverage, firm size, operating cash flow and loss on earnings management. The sample used in this research was the secondary data from annual report of manufacturing companies which listed on Indonesia Stock Exchange in 2011-2013. The sample was taken using purposive sampling method. The results provide evidence that return on asset, leverage, firm size, operating cash flow and loss are influence the earnings management. Nonetheless, big four auditor, specialist auditor, audit tenure and market to book value ratio are not influence the earnings management.&nbsp;",Pengaruh auditor dan rasio keuangan terhadap managemen laba,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,the influence of auditors and financial ratios on earnings management this study aims to get empirical evidence that the effect big four auditor specialist auditor audit tenure return on asset market to book value ratio leverage firm size operating cash flow and loss on earnings management the sample used in this research was the secondary data from annual report of manufacturing companies which listed on indonesia stock exchange in the sample was taken using purposive sampling method the results provide evidence that return on asset leverage firm size operating cash flow and loss are influence the earnings management despite big four auditors specialist auditor audit tenure and market to book value ratio are not influence the earnings management,26569124,4
4,"The purpose of this research is to analyze the influence of return on assets, earnings before taxes and provisions, non-performing loan, capital adequacy ratio, bank type, loan to deposit ratio, size of bank, and listed status to loan loss provision (LLP). This research used national bank include Islamic and conventional bank that listed and not listed in Indonesia Stock Exchange during 2011-2013 as the sample. There are 83 bank and only 128 data meet the criteria by using purposive sampling method. The model used in this research is multiple regression analysis. The result shows that return on assets, earnings before taxes and provisions, and size of bank have signficant effect to LLP. Other independent variables such as non-performing loan, capital adequacy ratio, bank type, loan to deposit ratio, and listed status don’t have any effect to LLP practice in the bank..",Faktor-faktor yang mempengaruhi  PPAP pada bank syariah dan bank konvensional di Indonesia,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,Factors that influence PPAP in Islamic banks and conventional banks in Indonesia. The purpose of this research is to analyze the influence of return on assets earnings before taxes and provisions nonperforming loan capital adequacy ratio bank type loan to deposit ratio size of bank and listed status to loan loss provision llp this research used national banks include Islamic and conventional banks that are listed and not listed in Indonesia stock during exchange as the sample there are banks and only data meets the criteria by using purposive sampling method the model used in this research is multiple regression analysis the result shows that return on assets earnings before taxes and provisions and size of bank have significant effect to llp other independent variables such as nonperforming loan capital adequacy ratio bank type loan to deposit ratio and listed status do not have any effect to llp practice in thebank,26569124,4
4,"&nbsp;
Abstract : &nbsp; The purpose of this research is to investigate the influence about store image, product signatureness, and quality variation toward quality perception and purchase intention for Carrefour’s electronics of private brand in Jakarta. The method which is used in this research is descriptive and causality. Structural Equation Model was used to established the relationship model of variables, and data analysis for this research is using Maximum Likelihood Estimation method. Sample used for this research was 287 samples that domiciled in Jakarta, have bought electronic product at Carrefour, at least 30 years old, and have income at least Rp 3.000.000. The result of this research is not all of the independent variables are have positive influence toward dependent variables which are quality perception and purchase intention. Store image and product signatureness toward quality perception and product signatureness and quality perception toward purchase intention have positive effect.","Pengaruh store image, product signatureness, quality variation, dan quality perception terhadap purchase intention pada produk private brand elektronik",2018-04-13,JURNAL BISNIS DAN AKUNTANSI,the purpose of this research is to investigate the influence about store image product signatureness and quality variation toward quality perception and purchase intention for carrefours electronics of private brands in jakarta the method which is used in this research is descriptive and causality structural equation model was used to established the relationship model of variables and data analysis for this research is using maximum likelihood estimation method sample used for this research was samples that domiciled in jakarta have bought electronic product at carrefour at least years old and have income at least rp the result of this research is not all of the independent variables are have positive influence toward dependent variables which are quality perception and purchase intention store image and product signatureness toward quality perception and product signatureness and quality perception toward purchase intention have positive effect,26569124,4
4,"This study aimed to examine the practice of earnings management before and after the change in corporate income tax rates with Tax Law No. 36 of 2008 on income tax. Earnings management in this study using two approaches, which are discretionary accruals and deferred Tax. Further research will analyze the factors that affect the practice of earnings management proxy variables with the tax incentives of tax planning and tax incentives to non proxy earnings pressure, debt levels, audit quality, growth, and profitability. This study uses a total of 51 companies registered profits in the Indonesia Stock Exchange during the period of observation years from 2007 to 2010. Total observations in this study are 204. The results prove that (1) The Company does not make earnings management in response to changes in corporate income tax rates in Indonesia, (2) earnings pressure influences discretionary accruals, (3) earnings pressure, debt levels and profitability influence deferred tax.",Perubahan tarif pajak penghasilan badan menurut undang-undang pajak penghasilan no. 36 tahun 2008 dan praktik earnings management,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,changes in corporate income tax rates according to income tax law no of year and earnings management practices this study aimed to examine the practice of earnings management before and after the change in corporate income tax rates with tax law no of on income tax earnings management in this study using two approaches which are discretionary accruals and deferred tax further research will analyze the factors that affect the practice of earnings management proxy variables with the tax incentives of tax planning and tax incentives to non proxy earnings pressure debt levels audit quality growth and profitability this study uses a total of companies registered profits in the indonesia stock exchange during the period of observation years from to total observations in this study are the results prove that the company does not make earnings management in response to changes in corporate income tax rates in Indonesia earnings pressure influences discretionary accruals earnings pressure debt levels and profitability influence deferred taxes,26569124,4
4,The research objective is to get empirical evidence about the effect of budget participation on managerial performance as well as the influence of organizational commitment and environmental uncertainty on the relationship between budgetary participation and managerial performance. Respondents were used in data analysis as much as 65 managers in hotels in Jakarta and Yogyakarta. Hypothesis testing using moderating regression analysis. The results showed that the effect of budget participation on managerial performance is signifficant. While the organization's commitment and environmental uncertainty does not affect the relationship between budgetary participation and managerial performance.,Pengaruh partisipasi anggaran terhadap kinerja manajerial: komitmen organisasi dan ketidakpastian lingkungan sebagai moderasi,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,"The influence of budget participation on managerial performance, organizational commitment and environmental uncertainty as moderation. The research objective is to get empirical evidence about the effect of budget participation on managerial performance as well as the influence of organizational commitment and environmental uncertainty on the relationship between budgetary participation and managerial performance. Respondents were used in data analysis as many managers in hotels in Jakarta and Yogyakarta hypothesis testing using moderating regression analysis the results showed that the effect of budget participation on managerial performance is significant while the organizational commitment and environmental uncertainty does not affect the relationship between budgetary participation and managerial performance",26569124,4
4,"&nbsp;The research objective was to obtain empirical evidence of the factors that affect motivation. These factors are the results of Employment, Wages, Opportunity for Advance-ment, Trust and Responsibility and Working Conditions and Environment. Data collection using questionnaire survey. Research ideal determine factors that motivate employees to work. The sample in this research is as many as 65 employees of XYZ randomly selected will be given a questionnaire about the influence of motivational factors. The results showed that (1) there is a relationship between the results of work and motivation, (2) there was no correlation between salary Received and motivation, (3) there is no relationship between the Opportunity for Advancement and motivation, (4) there is a relationship between the Trust and Responsibility responsibility and motivation, (5) there is no relationship between the Working Conditions and Environment and Motivation.",Pengaruh kepuasan kerja terhadap motivasi karyawan,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,the influence of job satisfaction on employee motivation the research objective was to obtain empirical evidence of the factors that affect motivation these factors are the results of employment wages opportunity for advancement trust and responsibility and working conditions and environment data collection using questionnaire survey research ideal determine factors that motivate employees to work the sample in this research is as many as employees of xyz randomly selected will be given a questionnaire about the influence of motivational factors the results showed that there was a relationship between the results of work and motivation there was no correlation between salary received and motivation there is no relationship between the opportunity for advancement and motivation there is a relationship between the trust and responsibility and motivation there is no relationship between the working conditions and environment and motivation,26569124,4
4,"The research problem is how to conceptualize the product quality, service quality, consumer satisfaction and its dimensions, and could contextually product quality and service quality influence satisfaction based on consumer need in order to increase product repurchase. To answer the question on this study, research model was developed. The model has four dimension: product quality, service quality, consumer satisfaction and repurchase with three hypothesis tested. Data analysis over 100 respondents who have already consumed Coca-Cola beverage (home consumption package) in Pasadena and Tlogosari area in Semarang was done using Structural Equation Modeling as analysis tool. The result showed that all hypothesis tested was not rejected, and we concluded that product and service quality has a positive impact for consumer satisfaction and product repurchase.",Minat konsumen terhadap pembelian ulang produk coca-cola kemasan keluarga,2018-04-13,JURNAL BISNIS DAN AKUNTANSI,consumer interest in repurchasing family packaged Coca-Cola products the research problem is how to conceptualize the product quality service quality consumer satisfaction and its dimensions and could contextually product quality and service quality influence satisfaction based on consumer need in order to increase product repurchase to answer the question on this study research model was developed the model has four dimensions product quality service quality consumer satisfaction and repurchase with three hypotheses tested data analysis over respondents who have already consumed cocacola beverage home consumption package in pasadena and tlogosari area in semarang was done using structural equation modeling as analysis tool the results showed that all hypotheses tested were not rejected and we concluded that product and service quality has a positive impact for consumer satisfaction and product repurchase,26569124,4
