jid,desc,title,date,journal,data_cleaned,eissn,jid_umum
8,"Blood pressure is a force or a boost of blood to the artery’s wall when blood is pumped out of the heart to the body. Nutritional intake is related to blood pressure. There are some micronutrients which correlate with blood pressure such as sodium, calcium and magnesium. The purpose of this research was to analyze the correlation of sodium, calcium and magnesium intake with blood pressure in pregnant women second and third trimester in Bulu Health Center, Temanggung, Central Java. This was a quantitative analytical research with cross sectional design. Population of this research were all pregnant women in second and third trimester. Sampling technique was using purposive sampling. Data was collected using FFQ-Semi Quantitative forms and sphygmomanometer digital. It was analyzed using rank spearman trial. Result of this research showed that sodium, calcium and magnesium intake were low. There were no correlation of all the nutritional intake with pregnant women’s blood pressure in Bulu Health Center. This research recommended pregnant women to increase nutritional intake so that nutritional needsof the body and fetus can be fulfilled. Husband and family should take care of pregnant women’s nutritional intake. Health officers need to activate the socialization about balanced nutrition in pregnant women.","Hubungan Asupan Natrium, Kalsium dan Magnesium dengan Tekanan Darah pada Ibu Hamil Trimester II dan III (Studi di Wilayah Kerja Puskesmas Bulu Kabupaten Temanggung)",2017-10-01,JURNAL KESEHATAN MASYARAKAT,"Correlation of sodium calcium and magnesium intake with blood pressure in pregnant women in the second and third trimesters of a study in the working area of ​​the Bulu Public Health Center, Temanggung Regency. Blood pressure is a force or a boost of blood to the arteries wall when blood is pumped out of the heart to the body nutritional intake is related to blood pressure there are some micronutrients which correlate with blood pressure such as sodium calcium and magnesium the purpose of this research was to analyze the correlation of sodium calcium and magnesium intake with blood pressure in pregnant women second and third trimester in bulu health Temanggung Central Center java this was a quantitative analytical research with cross sectional design population of this research were all pregnant women in second and third trimester sampling technique was using purposive sampling data was collected using ffqsemi quantitative forms and digital sphygmomanometer it was analyzed using rank spearman trial results of this research showed that sodium calcium and magnesium intake were low there was no correlation of all the nutritional intake with pregnant women's blood pressure in bulu health center this research recommended pregnant women to increase nutritional intake so that the nutritional needs of the body and fetus can be fulfilled husband and family should take care of pregnant women's nutritional intake health officers need to activate the socialization about balanced nutrition in pregnant women",23563346,8
8,"Purwoyoso Primary Health Care is a health center that has completed data collection on Healthy Indonesian Programs with Family Approaches (PIS-PK) reaching 99% in 2018. The results of the data collection showed that hypertension sufferers who seek regular treatment are still low. Purwoyoso Primary Health Care was chosen as the location for hypertension intervention and focused on RW 11 Purwoyoso Village which is the area with the lowest Healthy Family Index (IKS) due to a decrease caused by indicators of hypertension sufferers who have not reached 100%. There are three intervention programs which include the Cetar program, jemput bola, and Taman Hepi. The purpose of this study was to analyze the implementation of the PIS-PK intervention program on hypertension at Purwoyoso Health Center. This study used a qualitative method through in-depth interviews with the research subjects of the head of the Purwoyoso Health Center, hypertension program holders, program implementors, cadres, and the community. The results showed that the intervention program did not have a target indicator of success. In the Cetar and Taman hepi programs, there were insufficient resource constraints, unclear division of labor, and inadequate supervision activities. This research concludes that the variables that influence the intervention program are resources and bureaucratic structure. Purwoyoso Health Center need to develop indicators of success as benchmarks for assessment, cross-sector collaboration related to resources, training cadres, collaboration with other programs, and periodically conducting monitoring and evaluation.",PELAKSANAAN PROGRAM INTERVENSI PADA  PENYAKIT HIPERTENSI DI PUSKESMAS PURWOYOSO KOTA SEMARANG,2021-05-17,JURNAL KESEHATAN MASYARAKAT,"Implementation of intervention programs on hypertension at the Purwoyoso Public Health Center, Semarang City, Purwoyoso Primary Health Care is a health center that has completed data collection on healthy Indonesian programs with family approaches PISPK reaching in the results of the data collection showed that hypertension sufferers who seek regular treatment are still low purwoyoso primary health care was chosen as the location for hypertension intervention and focused on rw purwoyoso village which is the area with the lowest healthy family index iks due to a decrease caused by indicators of hypertension sufferers who have not reached there are three intervention programs which include the cetar program ang bola and taman hepi the purpose of this study was to analyze the implementation of the pispk intervention program on hypertension at purwoyoso health center this study used a qualitative method through in-depth interviews with the research subjects of the head of the purwoyoso health center hypertension program holders program implementors cadres and the community the results showed that the intervention program did not have a target indicator of success in the cetar and taman hepi programs there were insufficient resource constraints unclear division of labor and inadequate supervision activities this research concludes that the variables that influence the intervention program are resources and bureaucratic structure purwoyoso health center need to develop indicators of success as benchmarks for assessment cross-sector collaboration related to resources training cadres collaboration with other programs and periodic conducting monitoring and evaluation",23563346,8
8,"Kumpulan gangguan fisik yang menyerang pengguna komputer disebut dengan Computer Vision Syndrome (CVS). Sekitar 88-90% pengguna komputer mengalami CVS. Keluhan yang sering diungkapkan oleh pekerja komputer adalah kelelahan mata  (yang merupakan gejala awal), mata terasa kering, mata terasa terbakar, pandangan menjadi kabur, penglihatan ganda,  sakit kepala, nyeri pada leher, bahu dan otot punggung dan tekanan darah tidak normal. Tujuan dari penelitian ini adalah untuk Menganalisis faktor individu dan lingkungan terhadap keluhan computer vision syndrome pada karyawan bagian central control room PT. X Jepara. Penelitian ini dilakukan dengan pendekatan interpretative. Sebagian responden mengetahui postur duduk ideal tegak lurus, dari ketiga kursi yang paling mendekati kaidah kursi yang baik untuk mendukung kesesuian postur duduk adalah kursi kerja tipe 1 dan 2. Setiap responden memiliki persepsi yang berbeda mengenai jarak pandang mata terhadap monitor. Responden tidak mengetahui sudut pandang ideal mata terhadap monitor. Terdapat sebagian responden yang memiliki riwayat gangguan okuler, yaitu myopia. Lama melihat monitor responden berkisar 8 jam dengan waktu istirahat yang tidak terjadwal. Rata-rata usia responden adalah 30-40 tahun. Semua responden menyatakan pencahayaan ruangan sudah cukup, namun hasil pengukuran pencahayaan umum menunjukkan masih diatas standar. Sebagian besar responden menyatakan terbiasa dengan penggunaan multiple monitor, namun posisi monitor masih belum sesuai. Resolusi monitor memenuhi standar namun semua responden mengeluhkan ukuran monitor yang kurang besar. Sebagian responden menyatakan kontras monitor sudah sesuai, namun hasil pengukuran pencahayaan lokal menunjukkan masih diatas standar. Sebagian responden menyatakan masih merasakan kesilauan monitor. Sebagian besar karyawan menyatakan monitor terbebas dari kedipan.",Analisis Faktor Individu dan Lingkungan terhadap Keluhan Computer Vision Syndrome pada Karyawan Bagian Central Control Room PT. X Jepara,2014-09-10,JURNAL KESEHATAN MASYARAKAT,"analysis of individual and environmental factors on computer vision syndrome complaints in employees of the central control room of PT X Jepara a collection of physical disorders that attack computer users is called computer vision syndrome cvs around computer users experiencing cvs complaints that are often expressed by computer workers are eye fatigue which is an early symptom of dry eyes burning eyes blurred vision double vision headache pain in the neck shoulders and back muscles and abnormal blood pressure the purpose of this study was to analyze individual and environmental factors on computer vision syndrome complaints in employees of the central control room of PT X Jepara this study was conducted with an interpretative approach some respondents know the ideal sitting posture upright of the three chairs that are closest to the rules of a good chair to support the suitability of sitting posture is a work chair type and each respondent has a different perception regarding the distance of the eye to the monitor respondents do not know the ideal angle of view of the eye to the monitor there are some respondents who have a history of ocular disorders, namely myopia long viewing of the monitor respondents range from hours with unscheduled break times the average age of respondents is years all respondents stated that the room lighting was sufficient but the results of general lighting measurements showed that it was still above standard most respondents stated that they were accustomed to using multiple monitors but the position of the monitor was still not appropriate the resolution of the monitor met the standard but all respondents complained about the size of the monitor The majority of respondents stated that the monitor contrast was appropriate, but the results of local lighting measurements showed that it was still above standard. Some respondents stated that they still felt glare from the monitor. Most employees stated that the monitor was free from flicker.",23563346,8
8,"Anemia prevalence in girls in Indonesia in 2017 reached 22.7%. Anemia rate in Central Java 2017 shows that 50% founded anemia in adolescent girls. As a result of anemia in adolescent girls, among others, decreases adolescent activity, learning achievement and adolescent fitness thus inhibiting sports performance. The purpose of this study was to determine the relationship between the incidence of anemia with physical activity and the occurrence of infectious diseases in class XI students of SMA Negeri 11 Semarang. The study was observational with a cross sectional approach. The study population was all students of class XI 11 Semarang State High School with inclusion and exclusion criteria and N sample 64 students. The sampling method is Simple Random Sampling. The research instrument was the Cyanmethemoglobin method for HB levels and research questionnaires for physical activity and infectious diseases. Data analysis used is Rank Spearman, Chi Square and Contingency Coefficient. The results showed that 21.9% had anemia, 78.1% of their physical activity was mild and 56,2% had experienced an infectious disease. Rank Spearman test results showed no association between the incidence of anemia and physical activity (p = 0.749) and the results of Chi Square test showed there was a correlation between the incidence of anemia with infectious diseases (p = 0.012) with r value of 0.300 which means that the correlation is quite strong. It is recommended that students should pay more attention to the surrounding environment and foods that will be consumed which contain lots of nutrients.",HUBUNGAN ANTARA KEJADIAN ANEMIA DENGAN AKTIVITAS FISIK DAN RIWAYAT PENYAKIT INFEKSI PADA SISWI KELAS XI SMA NEGERI 11 SEMARANG,2018-10-01,JURNAL KESEHATAN MASYARAKAT,The relationship between the incidence of anemia with physical activity and history of infectious diseases in class activity learning achievement and adolescent fitness thus inhibiting sports performance the purpose of this study was to determine the relationship between the incidence of anemia with physical activity and the occurrence of infectious diseases in class approach the study population was all students of class xi semarang state high school with inclusion and exclusion criteria and n sample students the sampling method was simple random sampling the research instrument was the cyanmethemoglobin method for hb levels and research questionnaires for physical activity and infectious diseases data analysis used is rank spearman chi square and contingency coefficient the results showed that had anemia of their physical activity was mild and had experienced an infectious disease rank spearman test results showed no association between the incidence of anemia and physical activity p and the results of chi square test showed there was a correlation between the incidence of anemia with infectious diseases p with r value of which means that the correlation is quite strong it is recommended that students should pay more attention to the surrounding environment and foods that will be consumed which contain lots of nutrients,23563346,8
8,"Fire danger is the danger of an uncontrolled fire, threatening the safety of life and property. According to the US NFPA (National Fire Protection Association) during   2005 to 2009, 7040 cases of fires per year by fires household furniture with a loss of material until 442 million dollars. Fire in RW 016 overwrites RT 08, RT 04 and RT 05. The fire caused the fire coming from the stove exploded, resulting in the burning of 200 houses and 800 people were evacuated. The purpose of this study is to analyze the implementation of the fire emergency system in densely populated areas of Jakarta base on Perda DKI Jakarta No. 8 of 2008 in Kayu Putih, Pulogadung East Jakarta. This research is descriptive - qualitative with indeep interview approach and purposive sampling technique. Subjects of this study consist of 12 people, 9 as main informants and 3 as triangulationinformant. The results of this research are available Balakar, hydrants, emergency response training, exit facility,and there are no available emergency response procedures, fire extinguisher, smart alarm, portable pumps, fire engine, water tank and direction signs. There is available Balakar but do not yet have the organizational structure and division of duties. Emergency response procedures is not appropriate because of there is no emergency response procedures.Emergency response training has be implemted although one time only since Balakar formed. There are no Active protection like fire extinguisher (APAR), smart alarm, hydrants, portable pumps,  motor fire, water tank. Lifesaving line like road signs out appropriate yet. Lifesaving form of exit is appropriate but not worth function. Assembly point during a fire are in compliance, but there are no signs that indicate a assembly point.","ANALISIS IMPLEMENTASI SISTEM TANGGAP DARURAT KEBAKARAN DI KAWASAN PERMUKIMAN PADAT PENDUDUK KELURAHAN KAYU PUTIH, JAKARTA TIMUR (Studi Kasus di  RW 016  Kelurahan Kayu Putih, Kecamatan Pulogadung, Kotamadya Jakarta Timur)",2016-08-05,JURNAL KESEHATAN MASYARAKAT,"analysis of the implementation of a fire emergency response system in a densely populated residential area, Kayu Putih sub-district, East Jakarta, case study in RW, Kayu Putih sub-district, Pulogadung sub-district, East Jakarta municipality. Fire danger is the danger of an uncontrolled fire threatening the safety of life and property according to the US NFPA National fire protection association during to cases of fires per year by fires household furniture with a loss of material until million dollars fire in rw overwrites rt rt and rt the fire caused the fire coming from the stove exploded resulting in the burning of houses and people were evacuated the purpose of this study is to analyze the implementation of the fire emergency system in densely populated areas of jakarta based on perda dki jakarta no of in Kayu Putih Pulogadung East Jakarta approach and purposive sampling technique subjects of this study consist of people as main informants and as triangulation informants the results of this research are available balakar hydrants emergency response training exit facility and there are no available emergency response procedures fire extinguisher smart alarm portable pumps fire engine water tank and direction signs there are available balakar but do not yet have the organizational structure and division of duties emergency response procedures are not appropriate because of there are no emergency response procedures emergency response training has been implemented although one time only since balakar was formed there are no active protection like fire extinguisher apar smart alarm hydrants portable pumps motor fire water tank lifesaving line like road signs out appropriate yet lifesaving form of exit is appropriate but not worth function assembly point during a fire is in compliance but there are no signs that indicate an assembly point",23563346,8
8,"Exposure of cigarette smoke will cause health problems, not only for active smokers but also for passive smokers. Smoking in the home is a risk behavior for the health of family members, especially toddlers because in the toddler's age the organs in a toddler's body are developing. For this reason, there is a need for the role of the head of the household, in this case, to provide protection toddlers so that they are not exposed to cigarette smoke from themselves and other people's cigarette smoke.This study aims to analyze the family support and physical environment with the practice of protecting exposure to cigarette smoke in infants by the head of the household in the Tandang Village, Semarang City.The method used in this study is quantitative with a cross-sectional approach. The population in this study were 1,042 male parents of toddlers who were active smokers, which then determined a sample of 101 people through the Probability Sampling Stratified Random Sampling technique. This study uses univariate and bivariate analysis using the Chi-Square test.The results showed that there was a relationship between family support (p = 0.031) and physical environment (p = 0.032) with the practice of protection of the head of the household. The need for increasing parents' knowledge of the dangers that can be caused by cigarette smoke to infants and increasing awareness of parents in preventing exposure to cigarette smoke in infants.",HUBUGAN ANTARA DUKUNGAN KELUARGA DAN LINGKUNGAN  FISIK DENGAN PRAKTIK PROTEKSI PAPARAN ASAP ROKOK PADA BALITA  OLEH KEPALA RUMAH TANGGA (Studi di Wilayah Kelurahan Tandang Kota Semarang),2019-07-01,JURNAL KESEHATAN MASYARAKAT,"The relationship between family support and the physical environment and the practice of protecting children from exposure to cigarette smoke by the head of the study household in the Tandang subdistrict, Semarang city. Exposure of cigarette smoke will cause health problems not only for active smokers but also for passive smokers. Smoking in the home is a risk behavior for the health of family members especially toddlers because in the toddlers age the organs in a toddlers body are developing for this reason there is a need for the role of the head of the household in this case to provide protection toddlers so that they are not exposed to cigarette smoke from themselves and other people's cigarette smoke this study aims to analyze the family support and physical environment with the practice of protecting exposure to cigarette smoke in infants by the head of the household in the Tandang village Semarang city The method used in this study is quantitative with a cross-sectional approach the population in this study were male parents of toddlers who were active smokers which then determined a sample of people through the probability sampling stratified random sampling technique this study used univariate and bivariate analysis using the chisquare test the results showed that there was a relationship between families support p and physical environment p with the practice of protection of the head of the household the need for increasing parents' knowledge of the dangers that can be caused by cigarette smoke to infants and increasing awareness of parents in preventing exposure to cigarette smoke in infants",23563346,8
8,"Musculoskeletal disorders are injuries and disorders that affect musculoskeletal system such as muscles, bones and joints. Foot posture (measured by angle) and high task repetition may be a risk factor for lower limb disorders among sewing operators. The aim of this study was to identify the association of foot angle and frequency repetition in sewing operators with musculoskeletal disorders at lower extremities. This type of research is cross sectional study with observasional study and descriptive analytic. Population of this research is sewing operators totaling 35 people. The sample in this study were drawn from total population. Musculoskeletal disorders was measured subjectively using Body Map Questionnaire. Statistical analysis is using Rank Spearman correlation test. The results showed there are no correlation between knee angle with musculoskeletal disorders at knee (sig = 0,236), lower leg (sig = 0,868), ankle (sig = 0,518) and foot (sig = 0,156) also between ankle angle with musculoskeletal disorders at knee (sig = 0,154), lower leg (sig = 0,227), ankle (sig = 0,334) and foot (sig = 0,342). There is a correlation between frequency repetition with musculoskeletal disorders at knee (sig = 0,044), lower leg (sig = 0,025), ankle (sig = 0,031) and foot (sig = 0,001). Business owner should give pattern rotation or work rotation among sewing operators to decrease repetitive motion.",HUBUNGAN SUDUT KAKI DAN FREKUENSI REPETISI DENGAN KELUHAN MUSCULOSKELETAL DISORDERS PADA TUNGKAI BAWAH OPERATOR JAHIT PO. SEVENTEEN GLORY SALATIGA,2017-08-01,JURNAL KESEHATAN MASYARAKAT,The relationship between foot angle and repetition frequency with complaints of musculoskeletal disorders in the lower limbs of sewing operators Po Seventeen Glory Salatiga Musculoskeletal disorders are injuries and disorders that affect the musculoskeletal system such as muscles bones and joints foot posture measured by angle and high task repetition may be a risk factor for lower limb disorders among sewing operators the aim of this study was to identify the association of foot angle and repetition frequency in sewing operators with musculoskeletal disorders at lower extremities this type of research is cross sectional study with observational study and descriptive analytic population of this research is sewing operators totaling people the sample in this study was drawn from total population musculoskeletal disorders were measured subjectively using body map questionnaire statistical analysis is using rank spearman correlation test the results showed there are no correlation between knee angle with musculoskeletal disorders at knee sig lower leg sig ankle sig and foot sig also between ankle angle with musculoskeletal disorders at knee sig lower leg sig ankle sig and foot sig there is a correlation frequency between repetition with musculoskeletal disorders at knee sig lower leg sig ankle sig and foot sig business owner should give pattern rotation or work rotation among sewing operators to decrease repetitive motion,23563346,8
8,"Fatigue is a protective mechanism for the body to avoid damage so that recovery can occur after resting. Workload is the body of the worker in accepting the work. Sleep quality is a person's satisfaction with sleep. The purpose of this study is to analyze the relationship between individual characteristics, workload, quality of sleep with work fatigue on educational personnel. This study uses cross sectional study which is a form of observational study and is analytic descriptive. The sample of this research is 44 person of educational staff with total sampling sampling method. data retrieval of fatigue was measured using reaction timer, physical load using the 10 pulse method with stopwatch, and other variables using questionnaire Statistical analysis using Rank Spearman correlation test. The results showed no relationship between smoking habits (p=0,800) and physical workload (p=0,141) with work fatigue. There is a relationship between years of service (p=0,026), mental burden (p=0,032), and sleep quality (p=0,031) with work fatigue.","HUBUNGAN KARAKTERISTIK INDIVIDU, BEBAN KERJA, DAN KUALITAS TIDUR DENGAN KELELAHAN KERJA PADA TENAGA KEPENDIDIKAN DI INSTITUSI KEPENDIDIKAN X",2018-05-01,JURNAL KESEHATAN MASYARAKAT,the relationship between individual characteristics of workload and sleep quality with work fatigue in educational staff in educational institutions x fatigue is a protective mechanism for the body to avoid damage so that recovery can occur after resting workload is the body of the worker in accepting the work sleep quality is a persons satisfaction with sleep the purpose of this study is to analyze the relationship between individual characteristics workload quality of sleep with work fatigue on educational personnel this study uses cross sectional study which is a form of observational study and is analytical descriptive of the sample of this research is person of educational staff with total sampling sampling method data retrieval of fatigue was measured using reaction timer physical load using the pulse method with stopwatch and other variables using questionnaire statistical analysis using rank spearman correlation test the results showed no relationship between smoking habits p and physical workload p with work fatigue there is a relationship between years of service p mental burden p and sleep quality p with work fatigue,23563346,8
8,"The Government has issued Regulation Legislation No. 50 Year 2012 on Health and Safety Management System (SMK3). CCAI is a company that has implemented SMK3. The application of the CCAI SMK3 supported by K3 program one of them is OHS Planned Inspection. This study aimed to analyze the implementation of Occupational Health & Safety (OHS) program Planned Inspection in CCAI. The subjects of this study amounted to five people as the main informants and 2 as an informant triangulation. The results showed key informants already knew this progrtam, goals, objectives, and program execution time. The attitude of key informants agreed with this program and in this  implementation need a good communication to superiors, as well as to the team below. The availability of facilities in the form is a checklist. The main informant had never been trained filling checklist. SOP that there has not been spread widely disseminated to all employees including key informants. Supervision only from an informant triangulation and has not from the respective. The results showed a less training and supervision provided by the OHS (Occupational Health Safety). This resulted in the knowledge and attitudes of employees is still low on the implementation of Planned Inspection program. CCAI need to provide training to fill the key informant checklist to improve the capability and compliance in conducting Planned Inspection program. Improve the surveilance and communication in the implementation of the program.",ANALISIS  KEPATUHAN SUPERVISOR TERHADAP IMPLEMENTASI PROGRAM OCCUPATIONAL HEALTH & SAFETY (OHS) PLANNED INSPECTION DI PT. CCAI,2017-12-13,JURNAL KESEHATAN MASYARAKAT,analysis of supervisor compliance with the implementation of the occupational health safety ohs planned inspection program at PT CCAI the government has issued regulation legislation no year on health and safety management system SMK CCAI is a company that has implemented SMK the application of the CCAI SMK supported by K program one of they are ohs planned inspection this study aimed to analyze the implementation of occupational health safety ohs program planned inspection in ccai the subjects of this study amounted to five people as the main informants and as an informant triangulation the results showed key informants already knew this program goals objectives and program execution time the attitude of key informants agreed with this program and in this implementation need a good communication to superiors as well as to the team below the availability of facilities in the form is a checklist the main informant had never been trained filling checklist sop that there has not been spread widely disseminated to all employees including key informants supervision only from an informant triangulation and has not from the respective results showed a less training and supervision provided by the ohs occupational health safety this resulted in the knowledge and attitudes of employees is still low on the implementation of planned inspection program CCAI need to provide training to fill the key informant checklist to improve the capability and compliance in conducting planned inspection program improve the surveillance and communication in the implementation of the program,23563346,8
8,"Since 2015 source of village income increased, it was because getting allocations from the central government called (the village fund). However, the budgetary funds provided for Posyandu as one of the basic services in the village center was still low, while there are many health problems that occur. This is possible because of the lack of concern for the government in improving the utilization of the village fund for Posyandu. This study aims to determined the government’s role in the preparation of the budget for the development of health programs in the Posyandu. This study used a qualitative method by which data were obtained from 4 (four)- depth interviews with the village chief. The results showed that interpersonal’s role  in participation and evaluation budgetary had not been good. This is indicated by the exclusion of Posyandu cadres in the preparation of the budget in one of the villages and the lack of coordination in evaluating the budget in several villages. The village chief related to informational’s role in the preparation of the budget was also not optimal, it was indicated by the complaints of cadres in Posyandu who felt the village chief did not find out about the clarity of targets, difficulty of targets, and evaluation of the existing budget in Posyandu. In a decisional’s role was also not going optimally, as indicated by the complains of the secretary of the village who said in decision-making related to difficulty of targets and evaluation of budgets submitted to him. Where the village chief should also be required to had decision making skills in solving problems that exist within the organization he leads. This is expected village chief can improve coordination and good communication both with the village secretary and cadres in order to avoid misunderstandings and differences of perception related to the budget given to Posyandu.",ANALISIS PERAN PEMERINTAH DESA DALAM PENYUSUNAN ANGGARAN DANA DESA UNTUK PENGEMBANGAN PROGRAM KESEHATAN DI POSYANDU KECAMATAN SRENGAT  KABUPATEN BLITAR,2017-01-15,JURNAL KESEHATAN MASYARAKAT,"analysis of the role of village government in preparing village fund budgets for the development of health programs in posyandu, Srengat subdistrict, Blitar district, since source of village income increased it was because getting allocations from the central government called the village fund however the budgetary funds provided for posyandu as one of the basic services in the village center were still low while there are many health problems that occur this is possible because of the lack of concern for the government in improving the utilization of the village fund for posyandu this study aims to determine the government's role in the preparation of the budget for the development of health programs in the posyandu this study used a qualitative method by which data were obtained from four depth interviews with the village chief the results showed that interpersonal roles in participation and evaluation budgetary had not been good this is indicated by the exclusion of posyandu cadres in the preparation of the budget in one of the villages and the lack of coordination in evaluating the budget in several villages the village chief related to informationals role in the preparation of the budget was also not optimal it was indicated by the complaints of cadres in posyandu who felt the village chief did not find out about the clarity of targets difficulty of targets and evaluation of the existing budget in posyandu in a decisionals role was also not going optimally as indicated by the complaints of the secretary of the village who said in decisionmaking related to difficulty of targets and evaluation of budgets submitted to him where the village chief should also be required to have decision making skills in solving problems that exist within the organization he leads this is expected village chief can improve coordination and good communication both with the village secretary and cadres in order to avoid misunderstandings and differences of perception related to the budget given to posyandu",23563346,8
